ID,Teff,e_Teff,Plx,e_Plx,distance,e_distance,e_Plx_relative,R_all_det,e_R_all_det,Z_all_det,R_J_MC,e_R_J_MC,R_H_MC,e_R_H_MC,R_K_MC,e_R_K_MC,R_IR,e_R_IR,R_IR_median,R_IR_p16,R_IR_p84,Z_IR,R_A,e_R_A,delta_R_all_det,delta_R_IR
WASP-135,5680,60,3.33,0.0134,300.3003003003003,1.2084156228300373,0.40240240240240244,0.7328233729164043,0.007143359723882217,-4.497861409331486,0.7892872006935471,0.012250950865351197,0.8487213235577136,0.01389349394772719,0.8475548523882093,0.010125543114132851,0.8285211255464899,0.03030577772712687,0.8401123985234956,0.788603471946162,0.8563985321534456,-2.248754194212862,0.96,0.05,-0.22717662708359565,-0.13147887445351003
WASP-136,6250,100,3.723,0.0252,268.60059092130007,1.8180861915704436,0.6768734891216761,2.1043338444594006,0.027578579856807128,-0.47657078584467033,2.0885710154647708,0.04729034030797914,2.09788877017393,0.03493189912895347,2.017352052307428,0.03157224922966657,2.0679372793153763,0.052709775621367416,2.069155030531083,2.011690431865014,2.122362973625119,-0.6279674210055781,2.21,0.22,-0.10566615554059933,-0.14206272068462367
WASP-137,6100,140,3.469,0.0189,288.2675122513693,1.5705551979103143,0.544825598155088,1.6029399636914468,0.030118766622001622,0.7272319182318767,1.615397667026574,0.04411604139902031,1.6298377248807254,0.030234013209513404,1.6164350922550152,0.026619294744632836,1.6205568280541047,0.035111321062783855,1.6200607852395834,1.587436664052444,1.6541786895795692,0.8708649347217384,1.52,0.11,0.08293996369144674,0.10055682805410471
WASP-138,6300,100,2.442,0.0158,409.5004095004095,2.6495112490198482,0.647010647010647,1.3807430067346294,0.01975383593467786,0.3858395172937246,1.3979682832026985,0.028560457106405143,1.4203652628858872,0.02295970841892797,1.4045407017528968,0.01945446318571372,1.4076247492804939,0.025731287759960704,1.4075784047546511,1.3827598192901231,1.4327803084577628,0.8469250126295989,1.36,0.05,0.020743006734629255,0.04762474928049376
WASP-139,5300,100,4.698,0.0098,212.85653469561512,0.4440174627537309,0.20859940400170282,0.8301441924903905,0.013301427190873977,0.7151032358010624,0.7970236806223038,0.020736873510495194,0.8118938489797649,0.013932772478892207,0.8097397380655204,0.01211606251148791,0.8062190892225296,0.01732094451073454,0.8072634131058886,0.7897947257014301,0.822476067557166,0.14267512415079148,0.8,0.04,0.030144192490390465,0.006219089222529561
WASP-140,5300,100,8.563,0.0189,116.78150181011326,0.25775667221898174,0.2207170384211141,0.8236580695536951,0.013274688489699113,-1.0995780620613973,0.8243549705811442,0.02173443980447034,0.8235622250764322,0.0141632476615567,0.8116786354579328,0.014510644016590909,0.8198652770385031,0.018113830607621565,0.8192460395406833,0.802373858778771,0.8370286468574292,-1.1417542033089414,0.87,0.04,-0.04634193044630486,-0.0501347229614969
WASP-141,6050,120,1.956,0.0119,511.24744376278124,3.1103499901723404,0.6083844580777097,1.2779322517472174,0.022634535553260435,-1.2514563325347392,1.2947093809309667,0.032585532736108265,1.3013812463630245,0.022917908353726542,1.2914809527763726,0.022454864535893432,1.2958571933567877,0.026721494481130537,1.2954671597523941,1.2700703801186304,1.321539517667637,-0.9895354052250704,1.37,0.07,-0.09206774825278274,-0.07414280664321238
WASP-142,6060,150,1.413,0.0145,707.7140835102618,7.262458747982165,1.0261854210898798,1.6592876812676531,0.035307382912319864,0.22056952800108506,1.6130185975564213,0.05073821001102678,1.6251733668848625,0.039011533637572045,1.5949181813559374,0.034732802890666235,1.6110367152657405,0.043840145805885626,1.6092595660556008,1.5686447513257402,1.6540028471696162,-0.31749365020881626,1.64,0.08,0.019287681267653234,-0.028963284734259354
WASP-143,5900,140,2.5,0.0181,400.0,2.8960000000000004,0.724,1.0099636044536173,0.02045516125779954,-0.0799490740386054,0.967520596348308,0.027722207350550424,0.9910710779163397,0.020461710146727492,0.9684618832585805,0.018576009864208744,0.9756845191744093,0.025084806145634905,0.9752925452375347,0.9512759966616889,1.0004735168857617,-0.9177409378987244,1.013,0.032,-0.0030363955463825754,-0.03731548082559055
WASP-144,4950,150,2.994,0.0837,334.001336005344,9.337311898345789,2.795591182364729,1.1293918768811078,0.032157285172810884,6.223124364381151,1.0844320819271678,0.054682099842367146,1.0967221113167303,0.04007923676063159,1.0897505530241245,0.03783286521981023,1.0903015820893407,0.04510499410532395,1.08950176229159,1.0470011210833208,1.133631423057133,4.649492728291241,0.81,0.04,0.3193918768811077,0.28030158208934064
WASP-145,4900,150,10.974,0.0282,91.1244760342628,0.23416349773703393,0.25697102241662106,0.6529985266621519,0.016539727722691983,-0.3753985650467224,0.6415866356512372,0.028061884735434053,0.6629998855617807,0.018334398668526177,0.6559449440426186,0.014988674383171856,0.6535104884185455,0.02299529993093539,0.654646477087423,0.6321865774792925,0.6748675085489597,-0.35951968689439595,0.68,0.07,-0.027001473337848192,-0.026489511581454517
WASP-146,6100,140,2.039,0.019,490.43648847474253,4.570031035321288,0.9318293281020107,1.218339156794875,0.024776047115547803,-0.1794088758634662,1.228143876694173,0.035048755930979995,1.2874638298403625,0.02536106433285027,1.2715705847980254,0.02475134271710528,1.2623927637775203,0.03816587525518401,1.2667219949674262,1.222975064145151,1.2987651423606978,0.37296271801503994,1.232,0.072,-0.013660843205125062,0.030392763777520315
WASP-147,5700,100,2.153,0.0188,464.4681839294008,4.055737044994303,0.8732001857872737,1.4741167040658734,0.023745427340200062,1.2476588558220163,1.466317525882431,0.03559067151740296,1.4489425554104487,0.026923665214283986,1.4222911019258302,0.02505552672073668,1.4458503944062366,0.03465411189859806,1.443580056840859,1.41190107261075,1.4798302297276194,0.8700117549006909,1.37,0.08,0.10411670406587326,0.07585039440623653
WASP-148,5437,21,4.015,0.0098,249.06600249066005,0.6079319612474392,0.24408468244084683,0.9303701546447674,0.0037958332044658724,0.6306308089035876,0.9207333617038052,0.01135974467389347,0.9290073282826048,0.00839680179306603,0.9182213016495738,0.007773373414092356,0.9226539972119946,0.010386893203357887,0.9225277218981789,0.9123768711801006,0.9331243813061573,0.1391287437039436,0.92,0.016,0.010370154644767315,0.002653997211994552
WASP-150,6250,80,1.831,0.0119,546.1496450027307,3.5495252733656453,0.6499180775532497,1.644550150690245,0.01971550171146355,-0.1796691379647881,1.6430494413671906,0.0317710537513394,1.69445878363912,0.02899465362711253,1.6677614481453398,0.022745270353896188,1.6684232243838837,0.035068696937288604,1.6687997676329454,1.6342827750735633,1.7029531168566832,0.3775354534504598,1.651,0.03,-0.006449849309755118,0.017423224383883662
WASP-151,5871,57,2.17,0.0177,460.8294930875576,3.758839644078235,0.815668202764977,1.1706051344404718,0.011105341615527453,-0.4543930046779158,1.1853674780076981,0.020114135577722323,1.1970581355679442,0.01808124598343815,1.1903560462849503,0.016603813860686174,1.1909272199535306,0.01893811661508682,1.1906953810893715,1.1724350488806636,1.2095865250632734,0.36041782893449104,1.181,0.02,-0.010394865559528288,0.00992721995353052
WASP-153,5914,64,1.682,0.0092,594.5303210463734,3.2518899843202353,0.5469678953626634,1.5671695884259542,0.01562882154314288,-1.6087746825240514,1.6058229434880849,0.027589405830112528,1.6259274994902095,0.02237544354315936,1.6241758509781756,0.018662579413708667,1.61864209798549,0.024886802392765184,1.6197866785845063,1.5945670539316257,1.64252739637935,-1.0806175408463543,1.73,0.1,-0.16283041157404576,-0.1113579020145099
WASP-156,4910,61,8.207,0.0213,121.84720360667721,0.3162355838701382,0.25953454368222245,0.8290955390021766,0.009250339969478417,2.2009315601989745,0.8249398582620275,0.016413689370723104,0.8148612148918403,0.011374869613753466,0.8171196302944902,0.010815959005290442,0.8189735678161194,0.013804521693811316,0.818070649863704,0.8056645086999434,0.8322448874588225,1.7857952398216077,0.76,0.03,0.06909553900217658,0.0589735678161194
WASP-157,5840,140,2.943,0.0276,339.7893306150186,3.1866073819145475,0.9378185524974515,1.0468025218034864,0.02242456798351045,-1.5651385037808323,1.0679111894149442,0.03288296842779562,1.0945148160698954,0.023389180723405976,1.0661369795222353,0.021103125300829723,1.076187661669025,0.029319871958454202,1.0754629559895386,1.0477565687694192,1.1052850773634604,-0.9827462369766871,1.134,0.051,-0.08719747819651347,-0.05781233833097499
WASP-158,6350,150,1.851,0.0253,540.2485143165857,7.384271967698334,1.3668287412209617,1.4764767503019705,0.03138858741855723,0.47328428833799996,1.510943003102066,0.04585345302000552,1.5346801363203824,0.03489286611074271,1.535481202937729,0.03407629934485855,1.527034780786726,0.040289363577748705,1.5278925270794665,1.4879917392305242,1.5663018777942437,0.7429216607429734,1.39,0.18,0.08647675030197055,0.13703478078672604
WASP-159,6000,150,1.372,0.0098,728.8629737609328,5.206164098292377,0.7142857142857142,2.016167672309066,0.04397620739111167,-0.8589367186145882,2.0361161373300423,0.06103206319010879,2.08708665784345,0.04280262121935323,2.009838506059541,0.036073075364721194,2.044347100411011,0.05757068440220436,2.041407810907989,1.9863139357682116,2.104172765770207,-0.5689752526824857,2.11,0.1,-0.09383232769093386,-0.06565289958898868
WASP-160,5218,18,3.448,0.012,290.0232018561485,1.009361491378707,0.3480278422273782,0.8411311040585793,0.003401622762431242,-2.2971907040933024,0.8368868728846369,0.012462947651423426,0.8497282675816649,0.010057993594024836,0.8519519354639605,0.009028235618937808,0.8461890253100874,0.012519939055883372,0.8471971951008317,0.8338136823578541,0.8582718955384774,-1.430088595768503,0.872,0.013,-0.030868895941420726,-0.025810974689912558
WASP-161,6406,100,2.808,0.0158,356.1253561253562,2.003839254551506,0.5626780626780628,1.6080373403018213,0.0214333176633945,-1.2127781625368939,1.632336448358008,0.03227336399944928,1.6349259145674433,0.026615573748460988,1.6321192308228718,0.02510210212160677,1.6331271979161077,0.02819451761419254,1.6329856365396669,1.6053343497303298,1.6605480652562028,-0.8997783660483446,1.712,0.083,-0.10396265969817864,-0.07887280208389225
WASP-162,5300,100,3.25,0.0171,307.6923076923077,1.6189349112426035,0.5261538461538462,1.271062467168601,0.020591294116058072,2.9785545600179497,1.19992375279727,0.03175499607593659,1.183821079196994,0.021158003752024836,1.1735070250302706,0.018403916516648574,1.1857506190081781,0.02676529870376196,1.1829238677766036,1.1603875206454815,1.210929760730732,1.3356800140550418,1.11,0.05,0.16106246716860095,0.07575061900817803
WASP-163,5500,200,3.818,0.0159,261.9172341540073,1.090750136995473,0.4164484023048717,0.9849964341797995,0.03049997873566627,-0.38827577230312516,1.0971396773454545,0.049291737809907706,1.1144805862579301,0.030940054887507066,1.1407652749531372,0.027101510085952137,1.117461846185507,0.041174992020722195,1.120130887539369,1.0772250867792823,1.156721971398556,1.2483859981459404,1.015,0.071,-0.030003565820200362,0.10246184618550713
WASP-164,5800,200,3.066,0.0122,326.1578604044358,1.297823188823913,0.39791258969341164,0.9742101899213144,0.027499762958720197,1.037184624092552,0.9273841191888796,0.037593813860495345,0.9456372492464583,0.024412718615943314,0.9437363279177516,0.021264544648327773,0.9389192321176966,0.02979202430790034,0.939820137280228,0.9112357844321657,0.9666435497285255,0.1636541465409545,0.932,0.03,0.04221018992131431,0.006919232117696517
WASP-165,5600,150,1.685,0.0212,593.4718100890208,7.466826334651181,1.258160237388724,1.7754285165470867,0.04126250070825972,1.2668517009248044,1.6824476484007835,0.05999708300777881,1.6949755429357454,0.04228658392897094,1.6947273066983202,0.03899913152435944,1.6907168326782829,0.04834211468026737,1.690511618181377,1.6448915217752935,1.736648305308836,0.39855382061779004,1.65,0.09,0.12542851654708675,0.040716832678282966
WASP-166,6050,50,8.752,0.0141,114.25959780621571,0.18407910524081825,0.16110603290676415,1.2421817634593912,0.008497028457123156,0.36604370005151554,1.23623498484268,0.016247351063512334,1.2267581952716116,0.020001510676213127,1.239461069757033,0.01452086101935781,1.2341514166237748,0.01790744932502196,1.2348026993466354,1.216611230499099,1.2514950599899048,0.22600570330699818,1.22,0.06,0.022181763459391268,0.014151416623774837
WASP-167,6900,150,2.424,0.0303,412.54125412541254,5.156765676567657,1.2500000000000002,1.9121206893245961,0.03378802832541907,2.0236774243084135,1.907844650226446,0.05053703183497282,1.8879822354377516,0.04094868397017262,1.8904536208546434,0.03723526085601665,1.8954268355062804,0.04416348917922912,1.8934079584855028,1.8524867000121976,1.9381074285682545,1.5803416105271917,1.79,0.05,0.12212068932459608,0.1054268355062804
WASP-168,6000,100,3.337,0.0094,299.6703626011387,0.8441418664820809,0.28169014084507044,1.0792341882021337,0.015693303717516267,-0.6573182028007449,1.0755670676846312,0.022604759215989912,1.0932325579576117,0.017440493823466918,1.0792619322863461,0.016658307984979352,1.0826871859761962,0.02054435404211445,1.0827162577205813,1.0627268474908773,1.1028410458408437,-0.5883464875400818,1.12,0.06,-0.040765811797866425,-0.03731281402380393
WASP-169,6110,101,1.608,0.0146,621.8905472636816,5.646518650528452,0.907960199004975,2.150171901780971,0.03273600538646537,0.729302248149762,2.163052901456462,0.04936390456997939,2.184979378600588,0.036935592856083464,2.1759201589506496,0.037441307061217455,2.174650813002567,0.04260417761321363,2.175264357694614,2.1329705705655573,2.2166257531402502,0.8489565835897106,2.011,0.188,0.13917190178097094,0.16365081300256668
WASP-170,5600,150,3.298,0.0117,303.21406913280777,1.0756836291248788,0.35476046088538504,0.9286573745778215,0.02114693901539394,-0.14470882772178184,0.9920833841363339,0.03341698787482608,0.9861324431585295,0.021191396835719134,0.9948061795411173,0.01910109600479521,0.9910073356119935,0.02562452288017344,0.9904165628906048,0.9668421585944312,1.0147651294190283,0.8011560840037014,0.938,0.061,-0.009342625422178452,0.053007335611993556
WASP-171,5965,100,1.376,0.0109,726.7441860465117,5.756912520281235,0.7921511627906977,1.9865341118406288,0.028756981424131474,3.6625107976558198,1.9482570502564958,0.043170044566814045,1.9599965486009057,0.034292551010119514,1.93590629392529,0.030247700244401717,1.9480532975942304,0.03761441948501783,1.9467446738608172,1.9112453322877996,1.9852470502019564,3.1589444416220256,1.637,0.091,0.34953411184062877,0.3110532975942304
WASP-172,6900,150,1.894,0.0222,527.9831045406547,6.188608722704613,1.1721224920802535,2.011261036247231,0.036474577282279326,0.9513051463976773,2.0499347861264394,0.05281399531506744,2.0663553694555814,0.03999478505442093,2.0428878162513198,0.037738937203470345,2.053059323944447,0.04510268860396602,2.052444126852164,2.009165129989881,2.097216138747623,1.3040871280999142,1.91,0.1,0.10126103624723126,0.1430593239444471
WASP-173,5700,150,4.244,0.0204,235.62676720075405,1.132607457798158,0.4806786050895382,1.0858255180318594,0.025007079458833334,-0.4324217867410257,1.0736657041364701,0.04046515369615229,1.0735060865666386,0.03776023819938086,1.0678823110075337,0.029628079120038144,1.0716847005702141,0.03634338678392593,1.0703777559416379,1.0360264381440802,1.1074314658783915,-0.6198586953062066,1.11,0.05,-0.02417448196814065,-0.038315299429785954
WASP-174,6400,100,2.431,0.022,411.3533525298231,3.7226547740255485,0.9049773755656108,1.3765363617750186,0.018889925457428906,1.131977736060631,1.3359481473195458,0.028866801424988417,1.3727265027658513,0.02353141388234393,1.3411989113463947,0.021254708037744683,1.3499578538105974,0.029609054883437295,1.3494884546605754,1.3203897815832606,1.3796950316440835,0.08536112888845805,1.347,0.018,0.029536361775018616,0.002957853810597433
WASP-175,6229,100,1.825,0.0136,547.945205479452,4.083317695627698,0.7452054794520547,1.2318328074536224,0.017190765048734288,0.42000016776588445,1.1951818937129075,0.02722600479714128,1.2127590754738233,0.022473401566988738,1.2006264807495515,0.0205235021002326,1.2028558166454275,0.024693798457907746,1.202879989558825,1.178784253733137,1.2271508733714571,-0.016679370111879373,1.204,0.064,0.027832807453622488,-0.0011441833545724478
WASP-176,6100,100,1.666,0.0152,600.2400960384153,5.476380227961533,0.9123649459783915,1.8989705094604816,0.02811791146709293,-0.47526164713421604,1.910579362018498,0.04189447514905808,1.9811422124393525,0.0365208552521354,1.9456291756744635,0.030702891686846985,1.945783583377438,0.04662258170467698,1.946812961437689,1.899627541743536,1.9914753917455592,0.3139433470446013,1.925,0.047,-0.02602949053951842,0.02078358337743791
WASP-177,5017,70,5.813,0.0197,172.0282126268708,0.5829960070100386,0.3388955788749355,0.793769048006144,0.01004878395965684,-1.9375883262614508,0.8022163754522308,0.01742901586067803,0.7947830302881341,0.011711491891772587,0.7791969713894401,0.010940913430407746,0.7920654590432683,0.01669959399831402,0.7909547133579979,0.7755788706186664,0.8086118942921714,-1.8990465147277866,0.885,0.046,-0.091230951993856,-0.0929345409567317
WASP-180,6500,150,3.842,0.0302,260.28110359187923,2.045936837187598,0.7860489328474752,0.8705398379893581,0.016618460036634523,-5.131154830820201,0.9002931930939397,0.025794821193151674,0.972281344496573,0.019192363942868572,0.9670062083515524,0.017210802299963326,0.9465269153140216,0.03894525716199163,0.9576823559057798,0.8982276866671021,0.9823880278297661,-3.403725889981682,1.19,0.06,-0.31946016201064187,-0.2434730846859784
WASP-181,5839,70,2.322,0.0192,430.6632213608957,3.561039556472522,0.8268733850129198,1.0364948185145606,0.011498578820731985,1.6062328757742166,0.9977235921633575,0.020009061100126246,0.9943479517539774,0.016703334638656697,0.9917260667172563,0.014920473854227958,0.9945992035448639,0.017511946108360973,0.9943056262261405,0.977416727440322,1.0116166669342164,0.6375130245787656,0.965,0.043,0.07149481851456063,0.029599203544863895
WASP-182,5638,100,3.045,0.0155,328.4072249589491,1.671695233781186,0.5090311986863711,1.2245456373090127,0.019607452783330065,-3.2214498441726724,1.223049568197868,0.028862266891573063,1.2327639944438056,0.021330267862533746,1.2278235007584057,0.017628650551762107,1.2278790211333597,0.02342267237844774,1.2281102649603386,1.2056615069631453,1.2501974170934513,-2.9458416976530755,1.34,0.03,-0.11545436269098741,-0.11212097886664041
WASP-183,5313,72,3.123,0.0176,320.2049311559398,1.8045490836838103,0.563560678834454,0.9401985677378425,0.011242089140349848,1.7462004513044627,0.8932267630500519,0.01822348830468495,0.8866904883628948,0.013377595286838052,0.8723359300167476,0.011924216606665752,0.884084393809898,0.017142613877335615,0.8830428333064149,0.8671947754384658,0.9011235067418435,0.3138665707619638,0.871,0.038,0.0691985677378425,0.01308439380989801
WASP-184,6000,100,1.437,0.0165,695.8942240779401,7.9904347232331325,1.1482254697286014,1.782358262164485,0.026414415978451556,1.4111265223451748,1.7123682009011074,0.04108009717762314,1.7361401199030857,0.03405760246899304,1.716674003154182,0.032221939112824116,1.7217274413194585,0.037444882115004796,1.721636975585556,1.6849213648135712,1.7590349510203864,0.7358259534469435,1.65,0.09,0.13235826216448499,0.07172744131945863
WASP-185,5900,100,3.565,0.016,280.50490883590464,1.2589280620966266,0.44880785413744745,1.527751305254147,0.022469943824263212,0.3339679332555186,1.555641713595725,0.03518451197441935,1.5613125343076713,0.026177162472910624,1.5712460888232629,0.021562913770118347,1.562733445575553,0.028941174005759348,1.5632789453819471,1.53470531424321,1.5907345700409194,0.737398256099372,1.5,0.08,0.02775130525414693,0.06273344557555305
WASP-186,6361,105,3.527,0.0172,283.5270768358378,1.3826667767440914,0.48766657215764103,1.4701295751442718,0.020241083728869364,0.00455364570095842,1.51876507083735,0.03116962141259814,1.4983123427948062,0.02243974937783848,1.50609897207167,0.020053581718099834,1.5077254619012752,0.026395965525876416,1.5061994701851908,1.4823018277045288,1.5327560418757127,1.1391511137244226,1.47,0.02,0.0001295751442718096,0.03772546190127524
WASP-187,6150,92,2.778,0.0176,359.9712023038157,2.280595090189761,0.6335493160547156,2.5722652415885183,0.03212043724720017,-4.33690297809643,2.702468373688418,0.05528977764875486,2.690513054992633,0.04484570520503396,2.738488000463051,0.03795803919180478,2.7104898097147005,0.050845616048705085,2.712081511055909,2.6591119910243015,2.760820283022201,-1.6758982395046502,2.83,0.05,-0.25773475841148175,-0.11951019028529952
WASP-189,8000,80,10.1,0.0293,99.00990099009901,0.28722674247622787,0.29009900990099013,2.167271673153602,0.021215188859422376,-6.030421160633009,2.278334474788793,0.03078706982214994,2.3205580483260366,0.044710536748323586,2.3186355385916895,0.024950433456241542,2.3058426872355064,0.03960598333074661,2.3061881065935133,2.266356562442287,2.3431005556620446,-1.2630669222529363,2.365,0.025,-0.19772832684639807,-0.059157312764493764
WASP-190,6400,100,1.791,0.0233,558.3472920156337,7.263814575077758,1.3009491903964268,1.8255210560858803,0.026107021115779838,2.1820737154756658,1.8080287658401495,0.041391639396209115,1.7867671950372008,0.033766403071565546,1.766041350607467,0.033509573705986354,1.7869457704949392,0.04023933796053439,1.785085634233644,1.7473434717063705,1.8267394818673537,1.7343128810092365,1.6,0.1,0.22552105608588024,0.1869457704949391
WASP-192,5900,150,2.035,0.0168,491.4004914004913,4.056770641537224,0.8255528255528255,1.333316408528719,0.02851868589617898,0.1761744842092983,1.287462357740411,0.0391375024945411,1.3126043922539248,0.027826539047982247,1.295505417707999,0.02564011027666479,1.2985240559007782,0.03313114479438083,1.298795987537606,1.2667962351355835,1.3304039316604732,-0.27730703145849145,1.32,0.07,0.01331640852871896,-0.021475944099221822
